Pontos;Nome;Data;Semente;Destino;Enterrada;Distancia;D2;D3;D4;Mudanca;
AFV11;Casa do Pesquisador;20.04.2018;C1;N;N;0;0;0;0;N;
AFV11;Casa do Pesquisador;24.04.2018;C1;S;N;60;0;0;0;S;
AFV11;Casa do Pesquisador;30.05.2018;C1;S;N;60;0;0;0;N;
AFV11;Casa do Pesquisador;01.08.2018;C10;S;N;33;0;0;0;N;
AFV19;Cascatinha;09.05.2018;C1;N;N;0;0;0;0;N;
AFV19;Cascatinha;09.05.2018;C2;N;N;0;0;0;0;N;
AFV19;Cascatinha;09.05.2018;C3;N;N;0;0;0;0;N;
AFV19;Cascatinha;09.05.2018;C4;N;N;0;0;0;0;N;
AFV19;Cascatinha;09.05.2018;C5;N;N;0;0;0;0;N;
AFV19;Cascatinha;09.05.2018;C6;N;N;0;0;0;0;N;
AFV19;Cascatinha;09.05.2018;C7;N;N;0;0;0;0;N;
AFV19;Cascatinha;09.05.2018;C8;N;N;0;0;0;0;N;
AFV19;Cascatinha;09.05.2018;C9;N;N;0;0;0;0;N;
AFV19;Cascatinha;09.05.2018;C10;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;16.05.2018;C1;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;16.05.2018;C2;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;16.05.2018;C3;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;16.05.2018;C4;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;16.05.2018;C5;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;16.05.2018;C6;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;16.05.2018;C7;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;16.05.2018;C8;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;16.05.2018;C9;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;16.05.2018;C10;N;N;0;0;0;0;N;
AFV11;Casa do Pesquisador;02.05.2018;C10;S;N;33;0;0;0;N;
AFV11;Casa do Pesquisador;02.07.2018;C10;S;N;33;0;0;0;N;
AFV11;Casa do Pesquisador;09.05.2018;C10;S;N;33;0;0;0;N;
AFV11;Casa do Pesquisador;14.06.2018;C10;S;N;33;0;0;0;N;
AFV11;Casa do Pesquisador;16.05.2018;C10;S;N;33;0;0;0;N;
AFV11;Casa do Pesquisador;20.04.2018;C10;S;N;33;0;0;0;S;
AFV11;Casa do Pesquisador;24.04.2018;C10;S;N;33;0;0;0;N;
AFV11;Casa do Pesquisador;30.05.2018;C10;S;N;33;0;0;0;N;
AFV11;Casa do Pesquisador;01.08.2018;C2;D;S;28.5;0;0;0;N;
AFV11;Casa do Pesquisador;02.05.2018;C2;D;S;28.5;0;0;0;N;
AFV20;Grutas;16.05.2018;C1;N;N;0;0;0;0;N;
AFV20;Grutas;16.05.2018;C2;N;N;0;0;0;0;N;
AFV20;Grutas;16.05.2018;C3;N;N;0;0;0;0;N;
AFV20;Grutas;16.05.2018;C4;N;N;0;0;0;0;N;
AFV20;Grutas;16.05.2018;C5;N;N;0;0;0;0;N;
AFV20;Grutas;16.05.2018;C6;N;N;0;0;0;0;N;
AFV20;Grutas;16.05.2018;C7;N;N;0;0;0;0;N;
AFV20;Grutas;16.05.2018;C8;N;N;0;0;0;0;N;
AFV20;Grutas;16.05.2018;C9;N;N;0;0;0;0;N;
AFV20;Grutas;16.05.2018;C10;N;N;0;0;0;0;N;
AFV06;Muro;16.05.2018;C1;N;N;0;0;0;0;N;
AFV06;Muro;16.05.2018;C2;N;N;0;0;0;0;N;
AFV06;Muro;16.05.2018;C3;N;N;0;0;0;0;N;
AFV06;Muro;16.05.2018;C4;N;N;0;0;0;0;N;
AFV06;Muro;16.05.2018;C5;N;N;0;0;0;0;N;
AFV06;Muro;16.05.2018;C6;N;N;0;0;0;0;N;
AFV06;Muro;16.05.2018;C7;N;N;0;0;0;0;N;
AFV06;Muro;16.05.2018;C8;N;N;0;0;0;0;N;
AFV06;Muro;16.05.2018;C9;N;N;0;0;0;0;N;
AFV06;Muro;16.05.2018;C10;N;N;0;0;0;0;N;
AFV11;Casa do Pesquisador;02.07.2018;C2;D;S;28.5;0;0;0;N;
AFV11;Casa do Pesquisador;09.05.2018;C2;D;S;28.5;0;0;0;N;
AFV11;Casa do Pesquisador;14.06.2018;C2;D;S;28.5;0;0;0;N;
AFV11;Casa do Pesquisador;16.05.2018;C2;D;S;28.5;0;0;0;N;
AFV11;Casa do Pesquisador;20.04.2018;C2;N;N;0;0;0;0;N;
AFV11;Casa do Pesquisador;24.04.2018;C2;D;S;28.5;0;0;0;S;
AFV11;Casa do Pesquisador;30.05.2018;C2;D;S;28.5;0;0;0;N;
AFV11;Casa do Pesquisador;01.08.2018;C3;D;S;30;21;0;0;N;
AFV11;Casa do Pesquisador;02.05.2018;C3;D;S;30;21;0;0;S;
AFV11;Casa do Pesquisador;02.07.2018;C3;D;S;30;21;0;0;N;
AFV10a;Banheira;16.05.2018;C1;N;N;0;0;0;0;N;
AFV17a;Casas;24.04.2018;C1;P;N;11.6;0;0;0;N;
AFV10a;Banheira;16.05.2018;C3;N;N;0;0;0;0;N;
AFV10a;Banheira;16.05.2018;C4;N;N;0;0;0;0;N;
AFV17a;Casas;16.05.2018;C10;P;N;2;0;0;0;N;
AFV10a;Banheira;16.05.2018;C6;D;S;3;0;0;0;S;
AFV10a;Banheira;16.05.2018;C7;N;N;0;0;0;0;N;
AFV10a;Banheira;16.05.2018;C8;N;N;0;0;0;0;N;
AFV10a;Banheira;16.05.2018;C9;N;N;0;0;0;0;N;
AFV10a;Banheira;16.05.2018;C10;S;N;0;0;0;0;S;
AFV11;Casa do Pesquisador;09.05.2018;C3;D;S;30;21;0;0;N;
AFV11;Casa do Pesquisador;14.06.2018;C3;D;S;30;21;0;0;N;
AFV11;Casa do Pesquisador;16.05.2018;C3;D;S;30;21;0;0;N;
AFV11;Casa do Pesquisador;20.04.2018;C3;D;N;9.3;0;0;0;S;
AFV11;Casa do Pesquisador;24.04.2018;C3;D;N;9.3;0;0;0;N;
AFV11;Casa do Pesquisador;30.05.2018;C3;D;S;30;21;0;0;N;
AFV11;Casa do Pesquisador;01.08.2018;C4;D;S;65;32;16;0;N;
AFV11;Casa do Pesquisador;02.05.2018;C4;D;S;49;32;0;0;S;
AFV11;Casa do Pesquisador;02.07.2018;C4;D;S;65;32;16;0;N;
AFV11;Casa do Pesquisador;09.05.2018;C4;D;S;65;32;16;0;S;
AFV11;Casa do Pesquisador;14.06.2018;C4;D;S;65;32;16;0;N;
AFV11;Casa do Pesquisador;16.05.2018;C4;D;S;65;32;16;0;N;
AFV11;Casa do Pesquisador;20.04.2018;C4;D;S;16;0;0;0;S;
AFV11;Casa do Pesquisador;24.04.2018;C4;D;S;16;0;0;0;N;
AFV11;Casa do Pesquisador;30.05.2018;C4;D;S;65;32;16;0;N;
AFV11;Casa do Pesquisador;01.08.2018;C5;S;S;30;0;0;0;N;
AFV11;Casa do Pesquisador;02.05.2018;C5;D;S;30;0;0;0;N;
AFV11;Casa do Pesquisador;02.07.2018;C5;S;S;30;0;0;0;N;
AFV11;Casa do Pesquisador;09.05.2018;C5;D;S;30;0;0;0;N;
AFV11;Casa do Pesquisador;14.06.2018;C5;S;S;30;0;0;0;N;
AFV17a;Casas;30.05.2018;C10;P;N;2;0;0;0;N;
AFV17a;Casas;14.06.2018;C10;P;N;2;0;0;0;N;
AFV17a;Casas;01.08.2018;C10;P;N;2;0;0;0;N;
AFV17a;Casas;02.07.2018;C10;P;N;2;0;0;0;N;
AFV17a;Casas;02.05.2018;C10;P;N;2;0;0;0;N;
AFV17a;Casas;09.05.2018;C10;P;N;2;0;0;0;N;
AFV17a;Casas;20.04.2018;C10;P;N;2;0;0;0;S;
AFV17a;Casas;24.04.2018;C10;P;N;2;0;0;0;N;
AFV13;Centro de Visitantes;16.05.2018;C9;D;S;41.3;0;0;0;N;
AFV17a;Casas;01.08.2018;C4;P;S;11.4;0;0;0;S;
AFV17a;Casas;16.05.2018;C9;P;S;13.6;0;0;0;N;
AFV08;Cercado;16.05.2018;C2;S;N;16;0;0;0;N;
AFV17a;Casas;30.05.2018;C9;P;S;13.6;0;0;0;N;
AFV17a;Casas;14.06.2018;C9;P;S;13.6;0;0;0;N;
AFV08;Cercado;16.05.2018;C5;D;S;51;8.5;0;0;S;
AFV17a;Casas;01.08.2018;C9;P;S;13.6;0;0;0;N;
AFV17a;Casas;02.05.2018;C9;P;S;13.6;0;0;0;S;
AFV17a;Casas;02.07.2018;C9;P;S;13.6;0;0;0;N;
AFV17a;Casas;09.05.2018;C9;P;S;13.6;0;0;0;N;
AFV13;Centro de Visitantes;16.05.2018;C1;P;N;19;0;0;0;S;
AFV03;Circuito Mylena;16.05.2018;C1;N;N;0;0;0;0;N;
AFV03;Circuito Mylena;16.05.2018;C2;N;N;0;0;0;0;N;
AFV03;Circuito Mylena;16.05.2018;C3;N;N;0;0;0;0;N;
AFV03;Circuito Mylena;16.05.2018;C4;N;N;0;0;0;0;N;
AFV03;Circuito Mylena;16.05.2018;C5;N;N;0;0;0;0;N;
AFV03;Circuito Mylena;16.05.2018;C6;S;N;0;0;0;0;S;
AFV03;Circuito Mylena;16.05.2018;C7;N;N;0;0;0;0;N;
AFV03;Circuito Mylena;16.05.2018;C8;S;N;0;0;0;0;S;
AFV03;Circuito Mylena;16.05.2018;C9;S;N;0;0;0;0;S;
AFV03;Circuito Mylena;16.05.2018;C10;D;S;12;0;0;0;S;
AFV11;Casa do Pesquisador;16.05.2018;C5;D;S;30;0;0;0;N;
AFV11;Casa do Pesquisador;20.04.2018;C5;D;S;30;0;0;0;S;
AFV11;Casa do Pesquisador;24.04.2018;C5;D;S;30;0;0;0;N;
AFV11;Casa do Pesquisador;30.05.2018;C5;S;S;30;0;0;0;S;
AFV11;Casa do Pesquisador;01.08.2018;C6;D;S;14.5;0;0;0;N;
AFV11;Casa do Pesquisador;02.05.2018;C6;D;S;14.5;0;0;0;N;
AFV11;Casa do Pesquisador;02.07.2018;C6;D;S;14.5;0;0;0;N;
AFV11;Casa do Pesquisador;09.05.2018;C6;D;S;14.5;0;0;0;N;
AFV11;Casa do Pesquisador;14.06.2018;C6;D;S;14.5;0;0;0;N;
AFV11;Casa do Pesquisador;16.05.2018;C6;D;S;14.5;0;0;0;N;
AFV13;Centro de Visitantes;30.05.2018;C1;P;N;19;0;0;0;N;
AFV09;Cercado Acima;16.05.2018;C2;D;S;13;0;0;0;N;
AFV09;Cercado Acima;16.05.2018;C3;D;S;19;0;0;0;N;
AFV13;Centro de Visitantes;14.06.2018;C1;P;N;19;0;0;0;N;
AFV13;Centro de Visitantes;02.07.2018;C1;P;N;19;0;0;0;N;
AFV09;Cercado Acima;16.05.2018;C6;D;N;23;0;0;0;S;
AFV09;Cercado Acima;16.05.2018;C7;D;S;8;0;0;0;N;
AFV13;Centro de Visitantes;01.08.2018;C1;P;N;19;0;0;0;N;
AFV09;Cercado Acima;16.05.2018;C9;N;N;0;0;0;0;N;
AFV13;Centro de Visitantes;09.05.2018;C10;P;N;9;0;0;0;S;
AFV16a;Saida;16.05.2018;C1;S;N;0;0;0;0;N;
AFV16a;Saida;16.05.2018;C2;D;S;16;0;0;0;N;
AFV16a;Saida;16.05.2018;C3;S;N;0;0;0;0;N;
AFV16a;Saida;16.05.2018;C4;S;N;0;0;0;0;N;
AFV16a;Saida;16.05.2018;C5;S;N;0;0;0;0;N;
AFV16a;Saida;16.05.2018;C6;S;N;0;0;0;0;N;
AFV16a;Saida;16.05.2018;C7;S;N;0;0;0;0;N;
AFV13;Centro de Visitantes;16.05.2018;C10;P;N;21;0;0;0;N;
AFV16a;Saida;16.05.2018;C9;S;N;0;0;0;0;N;
AFV16a;Saida;16.05.2018;C10;S;N;79;0;0;0;N;
AFV11;Casa do Pesquisador;20.04.2018;C6;D;S;14.5;0;0;0;S;
AFV11;Casa do Pesquisador;24.04.2018;C6;D;S;14.5;0;0;0;N;
AFV11;Casa do Pesquisador;30.05.2018;C6;D;S;14.5;0;0;0;N;
AFV11;Casa do Pesquisador;01.08.2018;C7;S;N;14;0;0;0;N;
AFV11;Casa do Pesquisador;02.05.2018;C7;S;N;14;0;0;0;N;
AFV11;Casa do Pesquisador;02.07.2018;C7;S;N;14;0;0;0;N;
AFV11;Casa do Pesquisador;09.05.2018;C7;S;N;14;0;0;0;N;
AFV11;Casa do Pesquisador;14.06.2018;C7;S;N;14;0;0;0;N;
AFV11;Casa do Pesquisador;16.05.2018;C7;S;N;14;0;0;0;N;
AFV11;Casa do Pesquisador;20.04.2018;C7;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;16.05.2018;C1;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;16.05.2018;C2;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;16.05.2018;C3;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;16.05.2018;C4;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;16.05.2018;C5;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;16.05.2018;C6;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;16.05.2018;C7;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;16.05.2018;C8;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;16.05.2018;C9;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;16.05.2018;C10;N;N;0;0;0;0;N;
AFV15;Cova da Onca;16.05.2018;C1;N;N;0;0;0;0;N;
AFV15;Cova da Onca;16.05.2018;C2;N;N;0;0;0;0;N;
AFV15;Cova da Onca;16.05.2018;C3;N;N;0;0;0;0;N;
AFV15;Cova da Onca;16.05.2018;C4;N;N;0;0;0;0;N;
AFV15;Cova da Onca;16.05.2018;C5;N;N;0;0;0;0;N;
AFV15;Cova da Onca;16.05.2018;C6;N;N;0;0;0;0;N;
AFV15;Cova da Onca;16.05.2018;C7;N;N;0;0;0;0;N;
AFV15;Cova da Onca;16.05.2018;C8;N;N;0;0;0;0;N;
AFV15;Cova da Onca;16.05.2018;C9;N;N;0;0;0;0;N;
AFV15;Cova da Onca;16.05.2018;C10;N;N;0;0;0;0;N;
AFV11;Casa do Pesquisador;24.04.2018;C7;S;N;14;0;0;0;S;
AFV11;Casa do Pesquisador;30.05.2018;C7;S;N;14;0;0;0;N;
AFV11;Casa do Pesquisador;01.08.2018;C8;S;N;49;0;0;0;N;
AFV11;Casa do Pesquisador;02.05.2018;C8;S;N;49;0;0;0;S;
AFV11;Casa do Pesquisador;02.07.2018;C8;S;N;49;0;0;0;N;
AFV11;Casa do Pesquisador;09.05.2018;C8;S;N;49;0;0;0;N;
AFV11;Casa do Pesquisador;14.06.2018;C8;S;N;49;0;0;0;N;
AFV11;Casa do Pesquisador;16.05.2018;C8;S;N;49;0;0;0;N;
AFV11;Casa do Pesquisador;20.04.2018;C8;N;N;0;0;0;0;N;
AFV11;Casa do Pesquisador;24.04.2018;C8;D;N;49;0;0;0;S;
AFV19;Cascatinha;16.05.2018;C1;N;N;0;0;0;0;N;
AFV19;Cascatinha;16.05.2018;C2;N;N;0;0;0;0;N;
AFV19;Cascatinha;16.05.2018;C3;N;N;0;0;0;0;N;
AFV19;Cascatinha;16.05.2018;C4;N;N;0;0;0;0;N;
AFV19;Cascatinha;16.05.2018;C5;N;N;0;0;0;0;N;
AFV19;Cascatinha;16.05.2018;C6;N;N;0;0;0;0;N;
AFV19;Cascatinha;16.05.2018;C7;N;N;0;0;0;0;N;
AFV19;Cascatinha;16.05.2018;C8;N;N;0;0;0;0;N;
AFV19;Cascatinha;16.05.2018;C9;N;N;0;0;0;0;N;
AFV19;Cascatinha;16.05.2018;C10;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;30.05.2018;C1;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;30.05.2018;C2;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;30.05.2018;C3;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;30.05.2018;C4;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;30.05.2018;C5;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;30.05.2018;C6;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;30.05.2018;C7;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;30.05.2018;C8;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;30.05.2018;C9;N;N;0;0;0;0;N;
AFV07;Lago das Fadas;30.05.2018;C10;N;N;0;0;0;0;N;
AFV11;Casa do Pesquisador;30.05.2018;C8;S;N;49;0;0;0;N;
AFV11;Casa do Pesquisador;01.08.2018;C9;S;N;12;0;0;0;N;
AFV11;Casa do Pesquisador;02.05.2018;C9;S;N;12;0;0;0;N;
AFV11;Casa do Pesquisador;02.07.2018;C9;S;N;12;0;0;0;N;
AFV11;Casa do Pesquisador;09.05.2018;C9;S;N;12;0;0;0;N;
AFV11;Casa do Pesquisador;14.06.2018;C9;S;N;12;0;0;0;N;
AFV11;Casa do Pesquisador;16.05.2018;C9;S;N;12;0;0;0;N;
AFV11;Casa do Pesquisador;20.04.2018;C9;N;N;0;0;0;0;N;
AFV11;Casa do Pesquisador;24.04.2018;C9;S;N;12;0;0;0;S;
AFV11;Casa do Pesquisador;30.05.2018;C9;S;N;12;0;0;0;N;
AFV20;Grutas;30.05.2018;C1;N;N;0;0;0;0;N;
AFV20;Grutas;30.05.2018;C2;N;N;0;0;0;0;N;
AFV20;Grutas;30.05.2018;C3;N;N;0;0;0;0;N;
AFV20;Grutas;30.05.2018;C4;N;N;0;0;0;0;N;
AFV20;Grutas;30.05.2018;C5;N;N;0;0;0;0;N;
AFV20;Grutas;30.05.2018;C6;N;N;0;0;0;0;N;
AFV20;Grutas;30.05.2018;C7;N;N;0;0;0;0;N;
AFV20;Grutas;30.05.2018;C8;N;N;0;0;0;0;N;
AFV20;Grutas;30.05.2018;C9;N;N;0;0;0;0;N;
AFV20;Grutas;30.05.2018;C10;N;N;0;0;0;0;N;
AFV06;Muro;30.05.2018;C1;N;N;0;0;0;0;N;
AFV06;Muro;30.05.2018;C2;N;N;0;0;0;0;N;
AFV06;Muro;30.05.2018;C3;N;N;0;0;0;0;N;
AFV06;Muro;30.05.2018;C4;N;N;0;0;0;0;N;
AFV13;Centro de Visitantes;30.05.2018;C10;P;N;21;0;0;0;N;
AFV13;Centro de Visitantes;14.06.2018;C10;P;N;21;0;0;0;N;
AFV06;Muro;30.05.2018;C7;N;N;0;0;0;0;N;
AFV06;Muro;30.05.2018;C8;N;N;0;0;0;0;N;
AFV06;Muro;30.05.2018;C9;N;N;0;0;0;0;N;
AFV06;Muro;30.05.2018;C10;N;N;0;0;0;0;N;
AFV13;Centro de Visitantes;02.07.2018;C10;P;N;21;0;0;0;N;
AFV13;Centro de Visitantes;01.08.2018;C10;P;N;21;0;0;0;N;
AFV13;Centro de Visitantes;24.04.2018;C2;P;S;33;0;0;0;S;
AFV13;Centro de Visitantes;02.05.2018;C2;P;N;33;0;0;0;N;
AFV13;Centro de Visitantes;09.05.2018;C2;P;N;33;0;0;0;N;
AFV13;Centro de Visitantes;16.05.2018;C2;P;N;33;0;0;0;N;
AFV13;Centro de Visitantes;30.05.2018;C2;P;N;33;0;0;0;N;
AFV13;Centro de Visitantes;14.06.2018;C2;P;N;33;0;0;0;N;
AFV13;Centro de Visitantes;02.07.2018;C2;P;N;33;0;0;0;N;
AFV13;Centro de Visitantes;01.08.2018;C2;P;N;33;0;0;0;N;
AFV13;Centro de Visitantes;02.05.2018;C3;P;N;14;0;0;0;S;
AFV13;Centro de Visitantes;09.05.2018;C3;P;N;22;0;0;0;N;
AFV13;Centro de Visitantes;16.05.2018;C3;P;N;22;0;0;0;N;
AFV13;Centro de Visitantes;30.05.2018;C3;P;N;22;0;0;0;N;
AFV13;Centro de Visitantes;14.06.2018;C3;P;N;22;0;0;0;N;
AFV13;Centro de Visitantes;02.07.2018;C3;P;N;22;0;0;0;N;
AFV10a;Banheira;30.05.2018;C7;N;N;0;0;0;0;N;
AFV10a;Banheira;30.05.2018;C8;S;N;0;0;0;0;S;
AFV10a;Banheira;30.05.2018;C9;N;N;0;0;0;0;N;
AFV10a;Banheira;30.05.2018;C10;S;N;0;0;0;0;S;
AFV13;Centro de Visitantes;01.08.2018;C3;P;N;22;0;0;0;N;
AFV13;Centro de Visitantes;16.05.2018;C4;P;N;16;0;0;0;S;
AFV13;Centro de Visitantes;30.05.2018;C4;P;N;16;0;0;0;N;
AFV13;Centro de Visitantes;14.06.2018;C4;P;N;16;0;0;0;N;
AFV13;Centro de Visitantes;02.07.2018;C4;P;N;16;0;0;0;N;
AFV13;Centro de Visitantes;01.08.2018;C4;P;N;16;0;0;0;N;
AFV13;Centro de Visitantes;02.05.2018;C5;P;N;14;0;0;0;S;
AFV13;Centro de Visitantes;09.05.2018;C5;P;N;14;0;0;0;N;
AFV17a;Casas;01.08.2018;C2;D;S;12.5;0;0;0;N;
AFV17a;Casas;02.05.2018;C2;D;S;12.5;0;0;0;N;
AFV17a;Casas;02.07.2018;C2;D;S;12.5;0;0;0;N;
AFV17a;Casas;09.05.2018;C2;D;S;12.5;0;0;0;N;
AFV17a;Casas;14.06.2018;C2;D;S;12.5;0;0;0;N;
AFV17a;Casas;16.05.2018;C2;D;S;12.5;0;0;0;N;
AFV17a;Casas;20.04.2018;C2;D;S;12.5;0;0;0;S;
AFV17a;Casas;24.04.2018;C2;D;S;12.5;0;0;0;N;
AFV17a;Casas;30.05.2018;C2;D;S;12.5;0;0;0;N;
AFV17a;Casas;01.08.2018;C3;D;S;23.3;0;0;0;N;
AFV17a;Casas;02.05.2018;C3;D;S;23.3;0;0;0;N;
AFV17a;Casas;02.07.2018;C3;D;S;23.3;0;0;0;N;
AFV13;Centro de Visitantes;16.05.2018;C5;P;N;14;0;0;0;N;
AFV13;Centro de Visitantes;30.05.2018;C5;P;N;14;0;0;0;N;
AFV13;Centro de Visitantes;14.06.2018;C5;P;N;14;0;0;0;N;
AFV13;Centro de Visitantes;02.07.2018;C5;P;N;14;0;0;0;N;
AFV13;Centro de Visitantes;01.08.2018;C5;P;N;14;0;0;0;N;
AFV13;Centro de Visitantes;16.05.2018;C6;P;N;17;0;0;0;S;
AFV13;Centro de Visitantes;30.05.2018;C6;P;N;17;0;0;0;N;
AFV13;Centro de Visitantes;14.06.2018;C6;P;N;17;0;0;0;N;
AFV13;Centro de Visitantes;30.05.2018;C9;D;S;41.3;0;0;0;N;
AFV13;Centro de Visitantes;02.07.2018;C6;P;N;17;0;0;0;N;
AFV13;Centro de Visitantes;01.08.2018;C6;P;N;17;0;0;0;N;
AFV08;Cercado;30.05.2018;C2;S;N;16;0;0;0;N;
AFV13;Centro de Visitantes;16.05.2018;C7;P;N;0;0;0;0;S;
AFV13;Centro de Visitantes;30.05.2018;C7;P;N;0;0;0;0;N;
AFV08;Cercado;30.05.2018;C5;D;S;51;8.5;0;0;N;
AFV13;Centro de Visitantes;14.06.2018;C7;P;N;0;0;0;0;N;
AFV13;Centro de Visitantes;02.07.2018;C7;P;N;0;0;0;0;N;
AFV13;Centro de Visitantes;01.08.2018;C7;P;N;0;0;0;0;N;
AFV13;Centro de Visitantes;09.05.2018;C8;P;N;9;0;0;0;S;
AFV13;Centro de Visitantes;16.05.2018;C8;P;N;0;0;0;0;N;
AFV03;Circuito Mylena;30.05.2018;C1;S;N;0;0;0;0;S;
AFV03;Circuito Mylena;30.05.2018;C2;S;N;0;0;0;0;S;
AFV03;Circuito Mylena;30.05.2018;C3;S;N;0;0;0;0;S;
AFV03;Circuito Mylena;30.05.2018;C4;D;S;22;0;0;0;S;
AFV03;Circuito Mylena;30.05.2018;C5;N;N;0;0;0;0;N;
AFV03;Circuito Mylena;30.05.2018;C6;S;N;0;0;0;0;15;
AFV03;Circuito Mylena;30.05.2018;C7;D;S;8;0;0;0;S;
AFV03;Circuito Mylena;30.05.2018;C8;S;N;0;0;0;0;N;
AFV03;Circuito Mylena;30.05.2018;C9;S;N;0;0;0;0;N;
AFV03;Circuito Mylena;30.05.2018;C10;D;S;12;0;0;0;N;
AFV17a;Casas;09.05.2018;C3;D;S;23.3;0;0;0;N;
AFV17a;Casas;14.06.2018;C3;D;S;23.3;0;0;0;N;
AFV17a;Casas;16.05.2018;C3;D;S;23.3;0;0;0;N;
AFV17a;Casas;20.04.2018;C3;D;S;23.3;0;0;0;S;
AFV17a;Casas;24.04.2018;C3;D;S;23.3;0;0;0;N;
AFV17a;Casas;30.05.2018;C3;D;S;23.3;0;0;0;N;
AFV13;Centro de Visitantes;30.05.2018;C8;P;N;0;0;0;0;N;
AFV17a;Casas;02.05.2018;C4;D;S;11.4;0;0;0;N;
AFV17a;Casas;02.07.2018;C4;D;S;11.4;0;0;0;N;
AFV17a;Casas;09.05.2018;C4;D;S;11.4;0;0;0;N;
AFV13;Centro de Visitantes;14.06.2018;C8;P;N;0;0;0;0;N;
AFV13;Centro de Visitantes;02.07.2018;C8;P;N;0;0;0;0;N;
AFV13;Centro de Visitantes;01.08.2018;C8;P;N;0;0;0;0;N;
AFV08;Cercado;24.04.2018;C1;P;N;17;0;0;0;S;
AFV08;Cercado;02.05.2018;C1;P;N;17;0;0;0;N;
AFV08;Cercado;09.05.2018;C1;P;N;17;0;0;0;N;
AFV08;Cercado;16.05.2018;C1;P;N;17;0;0;0;N;
AFV08;Cercado;30.05.2018;C1;P;N;17;0;0;0;N;
AFV08;Cercado;14.06.2018;C1;P;N;17;0;0;0;N;
AFV08;Cercado;02.07.2018;C1;P;N;17;0;0;0;N;
AFV16a;Saida;30.05.2018;C1;S;N;0;0;0;0;N;
AFV16a;Saida;30.05.2018;C2;D;S;16;0;0;0;N;
AFV16a;Saida;30.05.2018;C3;S;N;0;0;0;0;N;
AFV16a;Saida;30.05.2018;C4;S;N;0;0;0;0;N;
AFV16a;Saida;30.05.2018;C5;S;N;0;0;0;0;N;
AFV16a;Saida;30.05.2018;C6;S;N;0;0;0;0;N;
AFV16a;Saida;30.05.2018;C7;S;N;0;0;0;0;N;
AFV08;Cercado;01.08.2018;C1;P;N;17;0;0;0;N;
AFV16a;Saida;30.05.2018;C9;S;N;0;0;0;0;N;
AFV16a;Saida;30.05.2018;C10;S;N;79;0;0;0;N;
AFV17a;Casas;14.06.2018;C4;D;S;11.4;0;0;0;N;
AFV17a;Casas;16.05.2018;C4;D;S;11.4;0;0;0;N;
AFV17a;Casas;20.04.2018;C4;D;S;11.4;0;0;0;S;
AFV17a;Casas;24.04.2018;C4;D;S;11.4;0;0;0;N;
AFV17a;Casas;30.05.2018;C4;D;S;11.4;0;0;0;N;
AFV17a;Casas;01.08.2018;C5;S;N;0;0;0;0;N;
AFV17a;Casas;02.05.2018;C5;S;N;0;0;0;0;N;
AFV17a;Casas;02.07.2018;C5;S;N;0;0;0;0;N;
AFV17a;Casas;09.05.2018;C5;S;N;0;0;0;0;N;
AFV17a;Casas;14.06.2018;C5;S;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;30.05.2018;C1;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;30.05.2018;C2;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;30.05.2018;C3;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;30.05.2018;C4;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;30.05.2018;C5;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;30.05.2018;C6;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;30.05.2018;C7;N;N;0;0;0;0;N;
AFV18;Escadaria Abaixo;30.05.2018;C8;N;N;0;0;0;0;N;
